interaction_id,interaction_date,agent_id,hcp_id,client_id,channel,interaction_type,duration_minutes,connected,outcome,next_best_action,sentiment_score,script_adherence_pct,compliance_status,adverse_event_flagged
INT000205,2024-06-18,AG001,HCP0152,CL02,Email,Scientific Exchange,0,No,Voicemail,Send Clinical Data,0.32,0.87,Pass,No
INT000206,2024-05-18,AG019,HCP0268,CL04,Video,Onboarding,20,Yes,Connected,Send Clinical Data,0.48,0.86,Pass,No
INT000207,2024-04-06,AG034,HCP0243,CL01,Phone,Promotional,14,Yes,Connected,Schedule Follow-up,0.64,0.9,Pass,No
INT000208,2025-03-12,AG040,HCP0240,CL03,Phone,Follow-up,0,No,Declined,Escalate to MSL,0.35,0.75,Pass,No
INT000209,2024-09-26,AG047,HCP0157,CL06,Email,Promotional,2,Yes,Connected,Escalate to MSL,0.34,0.95,Pass,No
INT000210,2024-08-02,AG007,HCP0065,CL07,Phone,Follow-up,0,No,Declined,Send Clinical Data,0.49,1.0,Pass,No
INT000211,2024-02-23,AG001,HCP0119,CL04,Phone,Follow-up,11,Yes,Connected,Send Clinical Data,0.83,1.0,Pass,No
INT000212,2024-12-29,AG033,HCP0226,CL07,Email,Promotional,1,Yes,Connected,Sample Drop,0.65,0.98,Pass,No
INT000213,2025-03-28,AG054,HCP0268,CL06,Email,Follow-up,2,Yes,Connected,No Action,0.96,0.87,Pass,No
INT000214,2025-03-10,AG045,HCP0129,CL02,Email,Promotional,1,Yes,Connected,Send Clinical Data,0.88,0.81,Pass,No
INT000215,2024-12-02,AG040,HCP0287,CL04,Phone,Scientific Exchange,0,No,No Answer,Schedule Follow-up,0.5,0.95,Pass,No
INT000216,2024-10-07,AG059,HCP0189,CL05,Email,Scientific Exchange,3,Yes,Connected,Invite to Webinar,0.53,0.86,Review,No
INT000217,2024-04-16,AG004,HCP0293,CL01,Video,Onboarding,0,No,Voicemail,Schedule Follow-up,0.36,0.89,Pass,No
INT000218,2024-03-04,AG024,HCP0015,CL03,Email,Scientific Exchange,1,Yes,Connected,Sample Drop,0.34,0.98,Pass,No
INT000219,2024-06-22,AG007,HCP0279,CL05,Portal,Promotional,1,Yes,Connected,Escalate to MSL,0.51,1.0,Pass,No
INT000220,2024-03-26,AG047,HCP0188,CL01,Portal,Promotional,1,Yes,Connected,Send Clinical Data,0.95,0.96,Pass,No
INT000221,2024-03-29,AG029,HCP0023,CL05,Email,Follow-up,1,Yes,Connected,Escalate to MSL,0.55,0.99,Pass,No
INT000222,2024-01-11,AG060,HCP0238,CL02,Phone,Scientific Exchange,0,No,No Answer,Send Clinical Data,0.36,0.98,Pass,No
INT000223,2024-02-24,AG041,HCP0192,CL08,Phone,Follow-up,19,Yes,Connected,No Action,0.42,0.95,Pass,No
INT000224,2024-09-22,AG046,HCP0147,CL03,Phone,Promotional,11,Yes,Connected,Invite to Webinar,0.71,0.86,Pass,No
INT000225,2025-01-29,AG029,HCP0136,CL02,Email,Promotional,4,Yes,Connected,Send Clinical Data,0.77,0.82,Pass,No
INT000226,2024-10-02,AG035,HCP0292,CL04,Portal,Promotional,3,Yes,Connected,Schedule Follow-up,0.71,1.0,Pass,No
INT000227,2025-01-16,AG033,HCP0108,CL05,Phone,Scientific Exchange,0,No,Voicemail,Escalate to MSL,0.4,0.84,Pass,No
INT000228,2024-07-10,AG025,HCP0018,CL06,Email,Promotional,1,Yes,Connected,Sample Drop,0.75,0.98,Pass,No
INT000229,2024-09-06,AG020,HCP0084,CL08,Email,Follow-up,4,Yes,Connected,Sample Drop,0.41,0.85,Pass,No
INT000230,2024-10-02,AG047,HCP0192,CL06,Email,Promotional,2,Yes,Connected,Escalate to MSL,0.67,0.76,Pass,No
INT000231,2024-02-25,AG026,HCP0015,CL03,Email,Onboarding,2,Yes,Connected,Schedule Follow-up,0.86,0.88,Pass,No
INT000232,2024-07-27,AG020,HCP0073,CL06,Email,Scientific Exchange,2,Yes,Connected,No Action,0.67,0.95,Pass,No
INT000233,2024-08-05,AG006,HCP0126,CL03,Email,Follow-up,4,Yes,Connected,No Action,0.68,0.94,Pass,No
INT000234,2024-10-16,AG043,HCP0193,CL08,Email,Follow-up,2,Yes,Connected,Invite to Webinar,0.46,1.0,Pass,No
INT000235,2024-12-14,AG047,HCP0218,CL07,Email,Promotional,1,Yes,Connected,Escalate to MSL,0.68,1.0,Pass,No
INT000236,2024-07-03,AG053,HCP0001,CL07,Portal,Follow-up,2,Yes,Connected,No Action,0.79,0.93,Pass,No
INT000237,2024-03-25,AG010,HCP0146,CL05,Phone,Follow-up,21,Yes,Connected,Sample Drop,0.59,0.96,Pass,No
INT000238,2025-02-15,AG044,HCP0052,CL07,Video,Scientific Exchange,23,Yes,Connected,No Action,0.48,0.88,Pass,No
INT000239,2025-01-08,AG050,HCP0028,CL05,Email,Follow-up,4,Yes,Connected,Schedule Follow-up,0.33,0.91,Pass,No
INT000240,2025-06-11,AG051,HCP0092,CL07,Email,Promotional,2,Yes,Connected,Escalate to MSL,1.0,0.92,Pass,No
INT000241,2024-10-30,AG047,HCP0233,CL07,Phone,Promotional,7,Yes,Connected,Schedule Follow-up,0.65,0.99,Pass,No
INT000242,2025-06-28,AG035,HCP0137,CL03,Phone,Promotional,7,Yes,Connected,Invite to Webinar,0.63,0.93,Pass,No
INT000243,2024-09-06,AG026,HCP0128,CL03,Phone,Scientific Exchange,0,No,Voicemail,Invite to Webinar,0.13,0.89,Pass,No
INT000244,2024-12-11,AG053,HCP0269,CL08,Phone,Promotional,5,Yes,Connected,Invite to Webinar,0.46,0.92,Pass,No
INT000245,2024-04-29,AG048,HCP0155,CL07,Phone,Scientific Exchange,0,No,Voicemail,Send Clinical Data,0.39,0.79,Pass,No
INT000246,2024-07-09,AG037,HCP0134,CL05,Email,Promotional,1,Yes,Connected,Sample Drop,0.33,0.85,Pass,No
INT000247,2025-04-18,AG033,HCP0024,CL07,Portal,Follow-up,4,Yes,Connected,Escalate to MSL,0.78,0.94,Pass,No
INT000248,2025-03-06,AG051,HCP0163,CL02,Phone,Scientific Exchange,25,Yes,Connected,Invite to Webinar,0.78,0.93,Pass,No
INT000249,2024-08-03,AG039,HCP0169,CL07,Email,Promotional,3,Yes,Connected,Escalate to MSL,0.53,0.97,Pass,No
INT000250,2025-06-26,AG045,HCP0088,CL07,Phone,Scientific Exchange,0,No,No Answer,Sample Drop,0.32,0.8,Pass,No
INT000251,2024-10-17,AG020,HCP0150,CL06,Email,Promotional,2,Yes,Connected,Escalate to MSL,0.48,0.85,Pass,No
INT000252,2024-06-11,AG048,HCP0252,CL04,Phone,Promotional,17,Yes,Connected,Invite to Webinar,0.61,0.87,Pass,No
INT000253,2024-11-21,AG026,HCP0282,CL07,Phone,Scientific Exchange,0,No,Declined,Escalate to MSL,0.51,0.85,Pass,No
INT000254,2024-10-22,AG035,HCP0273,CL07,Phone,Promotional,0,No,Declined,Schedule Follow-up,0.58,0.92,Pass,No
INT000255,2024-05-21,AG035,HCP0172,CL08,Email,Follow-up,4,Yes,Connected,Escalate to MSL,0.47,0.98,Pass,No
INT000256,2025-01-14,AG040,HCP0258,CL02,Email,Follow-up,0,No,Declined,Schedule Follow-up,0.43,0.84,Pass,No
INT000257,2024-11-26,AG048,HCP0200,CL04,Video,Scientific Exchange,11,Yes,Connected,Send Clinical Data,0.72,0.88,Pass,No
INT000258,2024-12-05,AG019,HCP0034,CL01,Phone,Scientific Exchange,2,Yes,Connected,Send Clinical Data,0.31,0.96,Pass,No
INT000259,2024-09-23,AG016,HCP0237,CL02,Phone,Scientific Exchange,0,No,Voicemail,Invite to Webinar,0.06,1.0,Pass,No
INT000260,2025-06-07,AG035,HCP0062,CL01,Email,Follow-up,4,Yes,Connected,Invite to Webinar,0.63,0.96,Pass,No
INT000261,2024-12-13,AG042,HCP0226,CL07,Video,Scientific Exchange,0,No,Voicemail,Send Clinical Data,0.24,0.88,Pass,No
INT000262,2024-12-16,AG059,HCP0125,CL08,Phone,Scientific Exchange,0,No,No Answer,Sample Drop,0.38,0.76,Pass,No
INT000263,2024-08-14,AG045,HCP0228,CL06,Video,Follow-up,16,Yes,Connected,Sample Drop,0.39,0.84,Pass,No
INT000264,2024-10-26,AG037,HCP0186,CL05,Phone,Follow-up,10,Yes,Connected,No Action,0.91,0.89,Pass,No
INT000265,2025-06-13,AG017,HCP0117,CL01,Video,Promotional,10,Yes,Connected,No Action,0.81,0.92,Pass,No
INT000266,2025-05-08,AG031,HCP0088,CL06,Email,Promotional,3,Yes,Connected,Send Clinical Data,0.34,1.0,Pass,No
INT000267,2024-07-20,AG031,HCP0195,CL01,Email,Scientific Exchange,2,Yes,Connected,Sample Drop,0.66,0.97,Pass,No
INT000268,2024-04-11,AG032,HCP0236,CL01,Video,Follow-up,0,No,Voicemail,Sample Drop,0.65,0.8,Pass,No
INT000269,2024-09-19,AG033,HCP0035,CL05,Email,Promotional,1,Yes,Connected,Invite to Webinar,0.7,0.91,Pass,No
INT000270,2024-03-06,AG012,HCP0126,CL04,Email,Promotional,3,Yes,Connected,Send Clinical Data,0.57,0.9,Pass,No
INT000271,2024-03-15,AG034,HCP0156,CL01,Phone,Promotional,0,No,Declined,Send Clinical Data,0.27,0.9,Pass,No
INT000272,2025-03-29,AG031,HCP0060,CL08,Phone,Promotional,15,Yes,Connected,Invite to Webinar,0.84,0.83,Pass,No
INT000273,2024-11-02,AG013,HCP0234,CL01,Phone,Promotional,10,Yes,Connected,Sample Drop,0.53,0.86,Pass,No
INT000274,2025-06-05,AG056,HCP0273,CL04,Phone,Follow-up,11,Yes,Connected,No Action,0.58,0.91,Pass,No
INT000275,2024-07-06,AG032,HCP0084,CL03,Phone,Scientific Exchange,9,Yes,Connected,Send Clinical Data,0.81,0.88,Pass,No
INT000276,2024-06-09,AG050,HCP0056,CL04,Phone,Promotional,10,Yes,Connected,Send Clinical Data,0.62,0.88,Pass,No
INT000277,2024-10-02,AG050,HCP0203,CL03,Video,Promotional,23,Yes,Connected,Send Clinical Data,1.0,0.86,Pass,No
INT000278,2025-03-11,AG060,HCP0135,CL08,Portal,Follow-up,3,Yes,Connected,Escalate to MSL,0.56,0.97,Pass,No
INT000279,2024-07-26,AG026,HCP0214,CL01,Video,Scientific Exchange,0,No,Declined,Send Clinical Data,0.4,0.85,Pass,No
INT000280,2024-10-07,AG043,HCP0132,CL05,Video,Scientific Exchange,7,Yes,Connected,Schedule Follow-up,0.79,0.9,Pass,No
INT000281,2025-05-13,AG005,HCP0125,CL03,Phone,Promotional,0,No,Declined,Send Clinical Data,0.18,1.0,Pass,No
INT000282,2024-03-16,AG018,HCP0193,CL01,Phone,Promotional,8,Yes,Connected,Sample Drop,0.36,1.0,Pass,No
INT000283,2024-10-25,AG050,HCP0212,CL03,Video,Promotional,7,Yes,Connected,Invite to Webinar,0.57,0.87,Pass,No
INT000284,2025-04-24,AG002,HCP0072,CL02,Video,Follow-up,0,No,Declined,Send Clinical Data,0.62,0.95,Pass,No
INT000285,2025-03-13,AG030,HCP0186,CL06,Phone,Onboarding,9,Yes,Connected,No Action,0.31,0.81,Pass,No
INT000286,2024-11-30,AG052,HCP0250,CL01,Video,Scientific Exchange,0,No,Declined,Escalate to MSL,0.61,0.89,Pass,No
INT000287,2025-04-24,AG032,HCP0145,CL06,Email,Follow-up,1,Yes,Connected,Escalate to MSL,0.32,0.89,Pass,No
INT000288,2024-12-13,AG042,HCP0098,CL02,Video,Promotional,2,Yes,Connected,No Action,0.75,0.9,Pass,No
INT000289,2024-08-16,AG034,HCP0222,CL01,Phone,Promotional,0,No,Declined,Escalate to MSL,0.23,0.94,Pass,No
INT000290,2024-05-31,AG044,HCP0168,CL08,Email,Promotional,3,Yes,Connected,Send Clinical Data,0.66,1.0,Pass,No
INT000291,2024-11-18,AG020,HCP0093,CL02,Phone,Promotional,0,No,No Answer,Send Clinical Data,0.3,0.69,Review,No
INT000292,2025-03-26,AG043,HCP0107,CL04,Phone,Promotional,9,Yes,Connected,Schedule Follow-up,0.76,0.89,Pass,No
INT000293,2024-05-07,AG054,HCP0193,CL01,Email,Follow-up,4,Yes,Connected,Schedule Follow-up,0.82,0.93,Pass,No
INT000294,2024-04-02,AG012,HCP0260,CL02,Phone,Promotional,0,No,Voicemail,Escalate to MSL,0.25,0.8,Pass,No
INT000295,2024-11-13,AG024,HCP0245,CL05,Email,Onboarding,4,Yes,Connected,Schedule Follow-up,0.7,0.84,Pass,No
INT000296,2024-11-27,AG028,HCP0154,CL04,Portal,Scientific Exchange,4,Yes,Connected,Schedule Follow-up,0.66,0.9,Pass,No
INT000297,2024-10-27,AG010,HCP0128,CL03,Email,Scientific Exchange,4,Yes,Connected,Sample Drop,0.64,0.89,Pass,No
INT000298,2024-01-31,AG040,HCP0213,CL03,Phone,Scientific Exchange,21,Yes,Connected,No Action,0.91,0.88,Pass,No
INT000299,2024-05-27,AG014,HCP0157,CL07,Email,Onboarding,3,Yes,Connected,No Action,0.49,0.93,Pass,No
INT000300,2024-03-08,AG003,HCP0277,CL07,Video,Follow-up,14,Yes,Connected,Schedule Follow-up,0.77,0.95,Pass,No
INT000301,2025-01-09,AG031,HCP0238,CL07,Video,Promotional,6,Yes,Connected,Escalate to MSL,0.49,0.88,Pass,No
INT000302,2024-03-25,AG043,HCP0050,CL08,Email,Follow-up,2,Yes,Connected,Invite to Webinar,0.83,0.92,Pass,No
INT000303,2025-06-16,AG007,HCP0207,CL05,Portal,Scientific Exchange,2,Yes,Connected,Escalate to MSL,0.73,0.9,Pass,No
INT000304,2024-02-19,AG037,HCP0137,CL03,Phone,Promotional,8,Yes,Connected,Send Clinical Data,0.61,0.77,Pass,No
INT000305,2025-02-19,AG012,HCP0008,CL03,Email,Follow-up,4,Yes,Connected,No Action,0.54,0.99,Pass,No
INT000306,2025-05-14,AG014,HCP0233,CL05,Email,Scientific Exchange,3,Yes,Connected,Escalate to MSL,0.44,1.0,Pass,No
INT000307,2024-08-20,AG030,HCP0050,CL06,Video,Scientific Exchange,0,No,Declined,No Action,0.21,0.72,Review,No
INT000308,2025-05-31,AG054,HCP0057,CL02,Email,Promotional,3,Yes,Connected,Send Clinical Data,0.42,0.94,Pass,No
INT000309,2025-06-27,AG026,HCP0262,CL04,Phone,Follow-up,0,No,No Answer,Escalate to MSL,0.44,0.81,Pass,No
INT000310,2024-08-19,AG004,HCP0273,CL06,Email,Follow-up,0,No,No Answer,Invite to Webinar,0.4,0.91,Pass,No
INT000311,2025-04-24,AG010,HCP0277,CL07,Video,Scientific Exchange,0,No,Declined,Sample Drop,0.36,1.0,Pass,No
INT000312,2025-02-24,AG009,HCP0154,CL01,Phone,Follow-up,0,No,No Answer,Send Clinical Data,0.63,0.83,Pass,No
INT000313,2024-09-11,AG010,HCP0247,CL03,Video,Follow-up,0,No,No Answer,Sample Drop,0.38,0.91,Pass,No
INT000314,2024-12-01,AG005,HCP0116,CL05,Phone,Promotional,0,No,Voicemail,Schedule Follow-up,0.53,0.86,Pass,No
INT000315,2025-04-10,AG041,HCP0061,CL05,Email,Follow-up,2,Yes,Connected,Send Clinical Data,0.56,0.86,Pass,No
INT000316,2025-05-13,AG005,HCP0175,CL05,Portal,Scientific Exchange,3,Yes,Connected,Sample Drop,0.79,0.96,Pass,No
INT000317,2025-03-18,AG015,HCP0268,CL02,Phone,Follow-up,0,No,Declined,No Action,0.47,1.0,Pass,No
INT000318,2024-03-26,AG004,HCP0054,CL05,Video,Follow-up,0,No,Voicemail,Schedule Follow-up,0.29,0.88,Pass,No
INT000319,2025-01-19,AG007,HCP0249,CL04,Email,Promotional,3,Yes,Connected,Escalate to MSL,0.89,0.98,Pass,No
INT000320,2025-03-07,AG034,HCP0196,CL01,Email,Promotional,1,Yes,Connected,No Action,0.56,0.89,Pass,No
INT000321,2024-01-27,AG046,HCP0021,CL06,Email,Scientific Exchange,1,Yes,Connected,Send Clinical Data,0.95,0.86,Pass,No
INT000322,2024-12-18,AG037,HCP0093,CL01,Email,Promotional,4,Yes,Connected,Sample Drop,0.73,0.8,Pass,No
INT000323,2024-11-25,AG016,HCP0142,CL08,Video,Promotional,0,No,Voicemail,Invite to Webinar,0.43,1.0,Pass,No
INT000324,2024-04-02,AG026,HCP0179,CL03,Video,Follow-up,5,Yes,Connected,Invite to Webinar,0.44,0.94,Pass,No
INT000325,2024-06-21,AG026,HCP0161,CL08,Email,Follow-up,4,Yes,Connected,Sample Drop,0.53,0.84,Pass,No
INT000326,2024-07-22,AG002,HCP0058,CL04,Email,Onboarding,3,Yes,Connected,Schedule Follow-up,0.9,0.91,Pass,No
INT000327,2024-10-27,AG006,HCP0208,CL05,Phone,Promotional,5,Yes,Connected,Escalate to MSL,0.76,0.96,Pass,No
INT000328,2024-08-12,AG037,HCP0043,CL06,Portal,Promotional,2,Yes,Connected,Send Clinical Data,0.57,0.86,Pass,No
INT000329,2024-07-15,AG057,HCP0116,CL08,Email,Scientific Exchange,2,Yes,Connected,No Action,0.99,0.88,Pass,No
INT000330,2025-03-17,AG012,HCP0266,CL07,Email,Follow-up,0,No,Voicemail,Sample Drop,0.43,1.0,Pass,No
INT000331,2024-05-11,AG024,HCP0121,CL06,Email,Scientific Exchange,3,Yes,Connected,Schedule Follow-up,0.98,0.75,Pass,No
INT000332,2024-08-17,AG059,HCP0260,CL08,Email,Scientific Exchange,2,Yes,Connected,No Action,0.59,0.8,Pass,No
INT000333,2024-02-28,AG018,HCP0295,CL01,Email,Promotional,1,Yes,Connected,Sample Drop,0.75,0.9,Pass,No
INT000334,2024-05-16,AG031,HCP0076,CL02,Email,Scientific Exchange,3,Yes,Connected,No Action,0.91,0.87,Pass,No
INT000335,2024-01-07,AG014,HCP0232,CL05,Email,Follow-up,4,Yes,Connected,Escalate to MSL,0.78,0.98,Pass,No
INT000336,2024-07-04,AG004,HCP0184,CL02,Video,Scientific Exchange,10,Yes,Connected,Schedule Follow-up,0.7,0.98,Pass,No
INT000337,2025-04-30,AG042,HCP0254,CL02,Phone,Scientific Exchange,32,Yes,Connected,Send Clinical Data,0.56,0.81,Pass,No
INT000338,2024-03-24,AG055,HCP0176,CL03,Phone,Promotional,0,No,Declined,Sample Drop,0.35,0.88,Pass,No
INT000339,2024-01-13,AG029,HCP0049,CL05,Phone,Promotional,0,No,No Answer,Schedule Follow-up,0.42,0.85,Pass,No
INT000340,2024-12-19,AG021,HCP0197,CL05,Phone,Onboarding,25,Yes,Connected,Schedule Follow-up,0.29,0.95,Pass,No
INT000341,2024-05-03,AG056,HCP0080,CL06,Email,Follow-up,2,Yes,Connected,Sample Drop,0.87,0.78,Pass,No
INT000342,2024-12-11,AG060,HCP0150,CL02,Phone,Scientific Exchange,13,Yes,Connected,No Action,0.81,0.86,Pass,No
INT000343,2024-07-11,AG060,HCP0281,CL07,Video,Onboarding,0,No,No Answer,No Action,0.37,0.94,Pass,No
INT000344,2025-06-28,AG003,HCP0184,CL01,Portal,Onboarding,1,Yes,Connected,Escalate to MSL,0.69,0.89,Pass,No
INT000345,2024-01-25,AG026,HCP0280,CL04,Phone,Scientific Exchange,0,No,Declined,No Action,0.6,0.85,Pass,No
INT000346,2024-04-01,AG007,HCP0165,CL08,Email,Promotional,0,No,Declined,Sample Drop,0.48,0.76,Pass,No
INT000347,2025-03-20,AG058,HCP0293,CL03,Email,Follow-up,1,Yes,Connected,Invite to Webinar,0.81,0.9,Pass,No
INT000348,2024-03-15,AG033,HCP0269,CL03,Email,Follow-up,2,Yes,Connected,Invite to Webinar,1.0,1.0,Pass,No
INT000349,2024-09-03,AG014,HCP0254,CL04,Email,Promotional,4,Yes,Connected,Invite to Webinar,0.72,1.0,Pass,Yes
INT000350,2025-03-08,AG053,HCP0170,CL03,Portal,Follow-up,4,Yes,Connected,Invite to Webinar,0.74,0.92,Pass,No
INT000351,2024-07-13,AG037,HCP0159,CL04,Portal,Follow-up,4,Yes,Connected,No Action,0.57,0.84,Pass,No
INT000352,2024-12-01,AG017,HCP0006,CL07,Phone,Follow-up,13,Yes,Connected,Send Clinical Data,0.58,0.94,Pass,No
INT000353,2024-03-29,AG048,HCP0132,CL07,Phone,Scientific Exchange,0,No,Declined,Escalate to MSL,0.51,0.91,Pass,No
INT000354,2024-03-10,AG055,HCP0255,CL04,Phone,Onboarding,16,Yes,Connected,Send Clinical Data,0.74,0.94,Pass,No
INT000355,2024-11-21,AG028,HCP0190,CL08,Video,Promotional,0,No,Voicemail,Schedule Follow-up,0.68,0.82,Pass,No
INT000356,2024-10-25,AG037,HCP0008,CL03,Phone,Onboarding,0,No,Declined,Escalate to MSL,0.14,0.92,Pass,No
INT000357,2024-06-13,AG005,HCP0116,CL03,Email,Promotional,1,Yes,Connected,Send Clinical Data,0.69,0.89,Pass,No
INT000358,2024-08-27,AG036,HCP0163,CL01,Phone,Scientific Exchange,25,Yes,Connected,Schedule Follow-up,0.67,0.9,Pass,No
INT000359,2025-05-02,AG025,HCP0002,CL01,Video,Follow-up,7,Yes,Connected,Escalate to MSL,0.68,1.0,Pass,No
INT000360,2025-04-10,AG042,HCP0198,CL05,Email,Promotional,2,Yes,Connected,No Action,0.54,0.82,Pass,No
INT000361,2024-01-22,AG059,HCP0079,CL08,Email,Promotional,2,Yes,Connected,No Action,0.81,0.89,Pass,No
INT000362,2025-02-19,AG052,HCP0154,CL03,Phone,Promotional,0,No,No Answer,No Action,0.53,0.88,Pass,No
INT000363,2024-07-14,AG057,HCP0214,CL08,Video,Promotional,9,Yes,Connected,Escalate to MSL,0.76,0.82,Pass,No
INT000364,2024-11-03,AG013,HCP0187,CL08,Email,Follow-up,3,Yes,Connected,Escalate to MSL,0.81,0.92,Pass,No
INT000365,2024-07-30,AG027,HCP0027,CL04,Phone,Promotional,17,Yes,Connected,No Action,0.48,0.97,Pass,No
INT000366,2024-09-08,AG037,HCP0089,CL05,Portal,Follow-up,4,Yes,Connected,Invite to Webinar,0.35,0.85,Pass,No
INT000367,2024-02-24,AG009,HCP0250,CL06,Email,Follow-up,1,Yes,Connected,Sample Drop,0.5,0.8,Pass,Yes
INT000368,2025-04-02,AG055,HCP0047,CL06,Portal,Promotional,2,Yes,Connected,No Action,0.62,0.93,Pass,No
INT000369,2025-04-25,AG022,HCP0090,CL05,Phone,Follow-up,17,Yes,Connected,Invite to Webinar,0.57,1.0,Pass,No
INT000370,2024-01-21,AG018,HCP0128,CL02,Email,Scientific Exchange,1,Yes,Connected,Escalate to MSL,0.91,0.96,Pass,No
INT000371,2025-01-13,AG045,HCP0186,CL08,Email,Promotional,4,Yes,Connected,Schedule Follow-up,0.77,1.0,Pass,No
INT000372,2024-03-26,AG012,HCP0070,CL05,Email,Onboarding,2,Yes,Connected,Sample Drop,0.56,0.97,Pass,No
INT000373,2024-01-25,AG039,HCP0254,CL01,Email,Promotional,0,No,Declined,No Action,0.42,0.91,Pass,No
INT000374,2024-03-23,AG021,HCP0086,CL01,Email,Follow-up,4,Yes,Connected,Sample Drop,0.55,0.88,Review,No
INT000375,2025-02-01,AG036,HCP0017,CL03,Video,Onboarding,18,Yes,Connected,Schedule Follow-up,0.5,0.88,Pass,No
INT000376,2024-07-16,AG045,HCP0139,CL07,Phone,Follow-up,0,No,Declined,No Action,0.34,0.92,Pass,No
INT000377,2024-04-19,AG019,HCP0137,CL02,Portal,Onboarding,3,Yes,Connected,Send Clinical Data,0.89,0.8,Pass,No
INT000378,2024-03-13,AG005,HCP0091,CL06,Phone,Promotional,16,Yes,Connected,Send Clinical Data,0.68,0.89,Pass,No
INT000379,2024-04-03,AG038,HCP0236,CL06,Video,Scientific Exchange,2,Yes,Connected,Invite to Webinar,0.61,0.87,Pass,No
INT000380,2024-07-09,AG006,HCP0002,CL07,Video,Scientific Exchange,19,Yes,Connected,No Action,0.72,0.83,Pass,No
INT000381,2024-05-06,AG019,HCP0032,CL08,Phone,Scientific Exchange,12,Yes,Connected,Invite to Webinar,0.67,0.95,Pass,No
INT000382,2024-10-19,AG049,HCP0039,CL04,Phone,Promotional,0,No,No Answer,Send Clinical Data,0.22,0.97,Pass,No
INT000383,2024-12-18,AG028,HCP0129,CL06,Video,Promotional,0,No,Voicemail,Invite to Webinar,0.45,1.0,Pass,No
INT000384,2024-03-08,AG004,HCP0221,CL02,Email,Follow-up,1,Yes,Connected,Escalate to MSL,0.51,1.0,Pass,No
INT000385,2024-12-27,AG017,HCP0164,CL08,Phone,Follow-up,11,Yes,Connected,No Action,0.84,0.8,Pass,No
INT000386,2025-01-29,AG030,HCP0237,CL06,Portal,Follow-up,0,No,Declined,No Action,0.38,0.94,Pass,No
INT000387,2024-06-03,AG002,HCP0072,CL06,Phone,Follow-up,8,Yes,Connected,Escalate to MSL,0.51,0.97,Pass,No
INT000388,2024-07-13,AG012,HCP0112,CL02,Phone,Promotional,16,Yes,Connected,No Action,0.84,0.98,Pass,No
INT000389,2024-10-23,AG039,HCP0256,CL07,Email,Follow-up,1,Yes,Connected,Send Clinical Data,0.92,0.89,Pass,No
INT000390,2025-03-15,AG016,HCP0266,CL08,Video,Promotional,16,Yes,Connected,Escalate to MSL,0.6,0.95,Pass,No
INT000391,2025-03-03,AG008,HCP0067,CL05,Phone,Promotional,0,No,No Answer,Send Clinical Data,0.18,1.0,Pass,No
INT000392,2024-07-18,AG014,HCP0168,CL04,Portal,Onboarding,4,Yes,Connected,Send Clinical Data,0.69,0.82,Pass,No
INT000393,2024-04-07,AG021,HCP0294,CL04,Email,Follow-up,2,Yes,Connected,No Action,0.44,0.92,Pass,No
INT000394,2024-10-09,AG049,HCP0076,CL06,Phone,Promotional,0,No,Voicemail,Invite to Webinar,0.43,0.97,Pass,No
INT000395,2024-11-23,AG010,HCP0187,CL01,Email,Scientific Exchange,3,Yes,Connected,No Action,0.73,0.84,Pass,No
INT000396,2025-06-20,AG021,HCP0275,CL04,Video,Follow-up,0,No,Voicemail,Escalate to MSL,0.35,0.84,Pass,No
INT000397,2025-03-07,AG019,HCP0128,CL07,Email,Follow-up,3,Yes,Connected,Schedule Follow-up,0.68,0.97,Pass,No
INT000398,2025-04-09,AG024,HCP0239,CL03,Email,Promotional,4,Yes,Connected,Sample Drop,0.64,0.88,Pass,No
INT000399,2025-03-20,AG011,HCP0066,CL06,Portal,Scientific Exchange,4,Yes,Connected,Invite to Webinar,0.53,0.95,Pass,No
INT000400,2024-05-15,AG021,HCP0203,CL03,Phone,Follow-up,12,Yes,Connected,No Action,0.87,0.78,Pass,No
INT000401,2024-12-17,AG005,HCP0035,CL03,Phone,Promotional,0,No,No Answer,Schedule Follow-up,0.32,0.94,Pass,No
INT000402,2024-09-24,AG032,HCP0206,CL01,Email,Follow-up,2,Yes,Connected,Send Clinical Data,0.73,0.88,Pass,No
INT000403,2024-05-20,AG016,HCP0029,CL01,Phone,Follow-up,13,Yes,Connected,Escalate to MSL,0.76,0.92,Pass,No
INT000404,2024-02-06,AG021,HCP0166,CL07,Video,Follow-up,14,Yes,Connected,Send Clinical Data,0.43,0.86,Pass,No
INT000405,2024-06-04,AG015,HCP0299,CL08,Phone,Follow-up,0,No,Declined,Escalate to MSL,0.25,0.73,Review,No
INT000406,2025-02-06,AG001,HCP0145,CL05,Email,Scientific Exchange,2,Yes,Connected,Schedule Follow-up,0.62,0.91,Pass,No
INT000407,2024-04-19,AG042,HCP0147,CL08,Phone,Promotional,0,No,Voicemail,Invite to Webinar,0.33,0.89,Pass,No
INT000408,2025-04-19,AG060,HCP0106,CL04,Video,Follow-up,9,Yes,Connected,Schedule Follow-up,0.59,0.86,Pass,No
INT000409,2025-02-04,AG042,HCP0118,CL05,Phone,Scientific Exchange,20,Yes,Connected,Escalate to MSL,0.33,0.96,Pass,No
