UsageID,UsageDate,RepID,Drug,TherapyArea,Topic,QueryType,AnswerQuality,TimeToAnswerSec,TimeSavedMinutes,UsedInHCPInteraction,UserSatisfaction,HCPID
MSL-000180,2025-07-09,REP-002,DrugAlpha-100mg,Oncology,Clinical Trial Data,Pre-Meeting Prep,Redirected to Medical,23.7,0,0,1,
MSL-000181,2025-07-09,REP-002,NeuroX-75mg,Oncology,Patient Selection Criteria,Pre-Meeting Prep,Fully Answered,14.1,19.8,1,4,HCP-0490
MSL-000182,2025-07-09,REP-002,CardioPlus-25mg,Oncology,Off-label Evidence Request,Live During HCP Call,Fully Answered,9.2,10.5,1,5,HCP-0368
MSL-000183,2025-07-09,REP-002,CardioPlus-25mg,Oncology,Dosing Guidelines,Self-Study,Partially Answered,13.9,7.4,0,3,
MSL-000184,2025-07-09,REP-002,DrugAlpha-100mg,Oncology,Real-World Evidence,Live During HCP Call,Fully Answered,2.2,11.6,1,4,HCP-0436
MSL-000185,2025-07-09,REP-002,DrugAlpha-100mg,Oncology,Real-World Evidence,Pre-Meeting Prep,Fully Answered,10.3,6.5,1,5,HCP-0098
MSL-000186,2025-07-09,REP-004,NeuroX-75mg,Cardiology,Combination Therapy,Pre-Meeting Prep,Redirected to Medical,11.7,0,0,3,
MSL-000187,2025-07-09,REP-004,DrugGamma-200mg,Cardiology,Off-label Evidence Request,Pre-Meeting Prep,No Answer Found,17.5,0,0,1,
MSL-000188,2025-07-09,REP-004,NeuroX-75mg,Cardiology,Competitor Comparison,Post-Call Follow-up,Fully Answered,11.9,7.9,0,5,
MSL-000189,2025-07-09,REP-004,NeuroX-75mg,Cardiology,Off-label Evidence Request,Pre-Meeting Prep,Fully Answered,8.1,7.6,1,5,HCP-0155
MSL-000190,2025-07-09,REP-004,CardioPlus-25mg,Cardiology,Off-label Evidence Request,Pre-Meeting Prep,Fully Answered,5.3,9.5,1,5,HCP-0166
MSL-000191,2025-07-09,REP-004,DrugBeta-50mg,Cardiology,Off-label Evidence Request,Post-Call Follow-up,Fully Answered,9.4,15.5,0,5,
MSL-000192,2025-07-09,REP-008,DrugBeta-50mg,Immunology,Dosing Guidelines,Pre-Meeting Prep,Redirected to Medical,30.0,0,0,2,
MSL-000193,2025-07-09,REP-008,NeuroX-75mg,Immunology,Competitor Comparison,Pre-Meeting Prep,Redirected to Medical,39.2,0,0,2,
MSL-000194,2025-07-09,REP-009,DrugAlpha-100mg,Cardiology,Guidelines / Protocols,Live During HCP Call,Fully Answered,8.4,6.6,1,5,HCP-0475
MSL-000195,2025-07-09,REP-009,NeuroX-75mg,Cardiology,Dosing Guidelines,Self-Study,Fully Answered,12.7,13.7,0,5,
MSL-000196,2025-07-09,REP-009,DrugBeta-50mg,Cardiology,Real-World Evidence,Self-Study,Partially Answered,13.4,12.7,0,2,
MSL-000197,2025-07-09,REP-010,CardioPlus-25mg,Immunology,Drug Interactions,Pre-Meeting Prep,Partially Answered,12.4,15.2,1,3,HCP-0442
MSL-000198,2025-07-09,REP-010,CardioPlus-25mg,Immunology,Pharmacokinetics,Post-Call Follow-up,Partially Answered,15.5,8.9,0,3,
MSL-000199,2025-07-09,REP-010,CardioPlus-25mg,Immunology,Dosing Guidelines,Self-Study,No Answer Found,22.9,0,0,3,
MSL-000200,2025-07-09,REP-010,DrugBeta-50mg,Immunology,Pharmacokinetics,Pre-Meeting Prep,Fully Answered,8.0,5.9,0,5,
MSL-000201,2025-07-09,REP-015,DrugGamma-200mg,Oncology,Subgroup Analysis,Post-Call Follow-up,Fully Answered,9.8,13.4,0,5,
MSL-000202,2025-07-09,REP-015,DrugGamma-200mg,Oncology,Pharmacokinetics,Live During HCP Call,Fully Answered,15.4,14.4,1,5,HCP-0060
MSL-000203,2025-07-09,REP-016,CardioPlus-25mg,Neurology,Drug Interactions,Post-Call Follow-up,Partially Answered,18.6,14.5,0,3,
MSL-000204,2025-07-09,REP-016,DrugGamma-200mg,Neurology,Competitor Comparison,Post-Call Follow-up,Fully Answered,6.0,4.3,0,5,
MSL-000205,2025-07-09,REP-017,DrugBeta-50mg,Immunology,Long-term Outcomes,Pre-Meeting Prep,Fully Answered,6.1,13.6,1,5,HCP-0036
MSL-000206,2025-07-09,REP-017,DrugGamma-200mg,Immunology,Adverse Events / Safety,Live During HCP Call,Fully Answered,10.2,6.0,1,5,HCP-0043
MSL-000207,2025-07-09,REP-017,DrugAlpha-100mg,Immunology,Adverse Events / Safety,Post-Call Follow-up,Partially Answered,17.1,7.8,0,4,
MSL-000208,2025-07-09,REP-017,NeuroX-75mg,Immunology,Patient Selection Criteria,Self-Study,Fully Answered,8.2,2,0,5,
MSL-000209,2025-07-09,REP-017,CardioPlus-25mg,Immunology,Patient Selection Criteria,Live During HCP Call,Fully Answered,8.2,13.2,1,5,HCP-0328
MSL-000210,2025-07-09,REP-021,CardioPlus-25mg,Rare Disease,Competitor Comparison,Post-Call Follow-up,Partially Answered,22.9,20.6,0,4,
MSL-000211,2025-07-10,REP-002,DrugBeta-50mg,Oncology,Combination Therapy,Pre-Meeting Prep,Partially Answered,18.1,12.7,1,2,HCP-0038
MSL-000212,2025-07-10,REP-002,DrugBeta-50mg,Oncology,Dosing Guidelines,Live During HCP Call,Partially Answered,12.6,9.3,0,4,
MSL-000213,2025-07-10,REP-002,DrugBeta-50mg,Oncology,Dosing Guidelines,Live During HCP Call,Fully Answered,8.7,2,1,5,HCP-0199
MSL-000214,2025-07-10,REP-002,DrugGamma-200mg,Oncology,Off-label Evidence Request,Self-Study,Fully Answered,1,17.0,0,5,
MSL-000215,2025-07-10,REP-002,DrugBeta-50mg,Oncology,Dosing Guidelines,Self-Study,Fully Answered,5.8,8.4,0,5,
MSL-000216,2025-07-10,REP-002,DrugGamma-200mg,Oncology,Mechanism of Action,Self-Study,Partially Answered,13.5,8.1,0,2,
MSL-000217,2025-07-10,REP-008,DrugAlpha-100mg,Immunology,Dosing Guidelines,Self-Study,No Answer Found,13.3,0,0,1,
MSL-000218,2025-07-10,REP-008,NeuroX-75mg,Immunology,Long-term Outcomes,Pre-Meeting Prep,Fully Answered,2.2,11.6,1,5,HCP-0441
MSL-000219,2025-07-10,REP-008,CardioPlus-25mg,Immunology,Drug Interactions,Pre-Meeting Prep,Fully Answered,6.8,14.1,0,5,
MSL-000220,2025-07-10,REP-008,DrugGamma-200mg,Immunology,Subgroup Analysis,Self-Study,Fully Answered,11.7,19.3,0,4,
MSL-000221,2025-07-10,REP-008,DrugBeta-50mg,Immunology,Drug Interactions,Self-Study,Redirected to Medical,30.1,0,0,3,
MSL-000222,2025-07-10,REP-009,DrugAlpha-100mg,Cardiology,Pharmacokinetics,Live During HCP Call,Fully Answered,3.5,8.1,0,5,
MSL-000223,2025-07-10,REP-009,NeuroX-75mg,Cardiology,Subgroup Analysis,Pre-Meeting Prep,Fully Answered,8.6,8.1,0,4,
MSL-000224,2025-07-10,REP-009,CardioPlus-25mg,Cardiology,Dosing Guidelines,Live During HCP Call,Fully Answered,11.8,12.0,1,5,HCP-0450
MSL-000225,2025-07-10,REP-010,NeuroX-75mg,Immunology,Clinical Trial Data,Post-Call Follow-up,Fully Answered,1,11.5,0,5,
MSL-000226,2025-07-10,REP-015,CardioPlus-25mg,Oncology,Adverse Events / Safety,Pre-Meeting Prep,Partially Answered,18.6,13.5,1,4,HCP-0232
MSL-000227,2025-07-10,REP-015,DrugGamma-200mg,Oncology,Competitor Comparison,Live During HCP Call,Fully Answered,11.7,15.9,0,5,
MSL-000228,2025-07-10,REP-015,NeuroX-75mg,Oncology,Mechanism of Action,Pre-Meeting Prep,Fully Answered,8.5,11.6,1,5,HCP-0124
MSL-000229,2025-07-10,REP-016,DrugGamma-200mg,Neurology,Mechanism of Action,Pre-Meeting Prep,Fully Answered,6.5,16.4,1,4,HCP-0008
MSL-000230,2025-07-10,REP-016,NeuroX-75mg,Neurology,Real-World Evidence,Pre-Meeting Prep,Fully Answered,7.3,14.0,0,5,
MSL-000231,2025-07-10,REP-016,DrugAlpha-100mg,Neurology,Real-World Evidence,Self-Study,No Answer Found,24.5,0,0,2,
MSL-000232,2025-07-10,REP-016,CardioPlus-25mg,Neurology,Drug Interactions,Post-Call Follow-up,Partially Answered,15.1,11.2,0,3,
MSL-000233,2025-07-10,REP-017,DrugAlpha-100mg,Immunology,Guidelines / Protocols,Pre-Meeting Prep,Fully Answered,5.9,8.8,0,5,
MSL-000234,2025-07-10,REP-017,DrugGamma-200mg,Immunology,Patient Selection Criteria,Live During HCP Call,Fully Answered,7.8,16.1,1,5,HCP-0268
MSL-000235,2025-07-10,REP-017,CardioPlus-25mg,Immunology,Combination Therapy,Pre-Meeting Prep,Fully Answered,10.6,12.3,0,4,
MSL-000236,2025-07-11,REP-002,DrugBeta-50mg,Oncology,Combination Therapy,Post-Call Follow-up,Partially Answered,10.8,17.4,0,4,
MSL-000237,2025-07-11,REP-002,DrugBeta-50mg,Oncology,Competitor Comparison,Post-Call Follow-up,Partially Answered,12.0,4.0,0,2,
MSL-000238,2025-07-11,REP-002,NeuroX-75mg,Oncology,Patient Selection Criteria,Pre-Meeting Prep,Fully Answered,8.3,7.8,1,5,HCP-0188
MSL-000239,2025-07-11,REP-002,DrugGamma-200mg,Oncology,Real-World Evidence,Live During HCP Call,Fully Answered,6.7,5.0,1,5,HCP-0316
MSL-000240,2025-07-11,REP-004,NeuroX-75mg,Cardiology,Clinical Trial Data,Post-Call Follow-up,Fully Answered,13.2,14.4,0,5,
MSL-000241,2025-07-11,REP-004,DrugAlpha-100mg,Cardiology,Guidelines / Protocols,Self-Study,Partially Answered,19.2,5.9,0,4,
MSL-000242,2025-07-11,REP-004,DrugGamma-200mg,Cardiology,Guidelines / Protocols,Pre-Meeting Prep,Partially Answered,14.9,11.6,1,3,HCP-0462
MSL-000243,2025-07-11,REP-008,NeuroX-75mg,Immunology,Long-term Outcomes,Live During HCP Call,Fully Answered,6.6,15.6,1,5,HCP-0132
MSL-000244,2025-07-11,REP-008,DrugBeta-50mg,Immunology,Mechanism of Action,Self-Study,Fully Answered,5.4,5.4,0,4,
MSL-000245,2025-07-11,REP-008,DrugGamma-200mg,Immunology,Mechanism of Action,Pre-Meeting Prep,Fully Answered,7.8,15.8,1,4,HCP-0372
MSL-000246,2025-07-11,REP-009,DrugAlpha-100mg,Cardiology,Mechanism of Action,Pre-Meeting Prep,Fully Answered,11.0,13.1,1,5,HCP-0020
MSL-000247,2025-07-11,REP-009,DrugBeta-50mg,Cardiology,Competitor Comparison,Pre-Meeting Prep,No Answer Found,18.8,0,0,1,
MSL-000248,2025-07-11,REP-009,NeuroX-75mg,Cardiology,Off-label Evidence Request,Live During HCP Call,Fully Answered,10.6,5.6,0,5,
MSL-000249,2025-07-11,REP-010,DrugBeta-50mg,Immunology,Guidelines / Protocols,Self-Study,No Answer Found,25.3,0,0,2,
MSL-000250,2025-07-11,REP-010,DrugGamma-200mg,Immunology,Competitor Comparison,Live During HCP Call,Fully Answered,1.7,20.7,1,4,HCP-0426
MSL-000251,2025-07-11,REP-015,DrugAlpha-100mg,Oncology,Drug Interactions,Pre-Meeting Prep,Fully Answered,2.7,13.0,1,4,HCP-0146
MSL-000252,2025-07-11,REP-015,CardioPlus-25mg,Oncology,Mechanism of Action,Live During HCP Call,Partially Answered,11.4,16.3,1,3,HCP-0192
MSL-000253,2025-07-11,REP-015,NeuroX-75mg,Oncology,Mechanism of Action,Post-Call Follow-up,Fully Answered,7.9,5.2,0,5,
MSL-000254,2025-07-11,REP-015,DrugBeta-50mg,Oncology,Guidelines / Protocols,Post-Call Follow-up,No Answer Found,24.3,0,0,3,
MSL-000255,2025-07-11,REP-015,DrugGamma-200mg,Oncology,Combination Therapy,Pre-Meeting Prep,Partially Answered,6.9,7.0,1,3,HCP-0472
MSL-000256,2025-07-11,REP-017,DrugAlpha-100mg,Immunology,Biomarker Data,Pre-Meeting Prep,No Answer Found,34.5,0,0,3,
MSL-000257,2025-07-11,REP-017,NeuroX-75mg,Immunology,Clinical Trial Data,Post-Call Follow-up,No Answer Found,28.4,0,0,3,
MSL-000258,2025-07-11,REP-017,CardioPlus-25mg,Immunology,Combination Therapy,Pre-Meeting Prep,Partially Answered,17.3,17.2,1,3,HCP-0401
MSL-000259,2025-07-11,REP-021,CardioPlus-25mg,Rare Disease,Combination Therapy,Self-Study,Redirected to Medical,12.4,0,0,1,
MSL-000260,2025-07-11,REP-021,DrugGamma-200mg,Rare Disease,Combination Therapy,Self-Study,Redirected to Medical,20.7,0,0,2,
MSL-000261,2025-07-11,REP-021,NeuroX-75mg,Rare Disease,Mechanism of Action,Live During HCP Call,Fully Answered,6.0,20.5,1,4,HCP-0244
MSL-000262,2025-07-11,REP-021,DrugAlpha-100mg,Rare Disease,Long-term Outcomes,Pre-Meeting Prep,No Answer Found,32.4,0,0,1,
MSL-000263,2025-07-11,REP-021,DrugBeta-50mg,Rare Disease,Biomarker Data,Pre-Meeting Prep,Fully Answered,4.5,21.7,1,5,HCP-0299
MSL-000264,2025-07-14,REP-002,NeuroX-75mg,Oncology,Adverse Events / Safety,Post-Call Follow-up,Fully Answered,4.3,12.2,0,5,
MSL-000265,2025-07-14,REP-002,CardioPlus-25mg,Oncology,Real-World Evidence,Live During HCP Call,Partially Answered,14.3,8.3,1,2,HCP-0306
MSL-000266,2025-07-14,REP-004,CardioPlus-25mg,Cardiology,Off-label Evidence Request,Self-Study,Fully Answered,7.9,16.2,0,5,
MSL-000267,2025-07-14,REP-004,DrugGamma-200mg,Cardiology,Clinical Trial Data,Live During HCP Call,Fully Answered,5.1,12.0,1,5,HCP-0114
MSL-000268,2025-07-14,REP-004,DrugGamma-200mg,Cardiology,Clinical Trial Data,Self-Study,Fully Answered,12.6,13.4,0,5,
MSL-000269,2025-07-14,REP-004,DrugGamma-200mg,Cardiology,Off-label Evidence Request,Post-Call Follow-up,Partially Answered,24.0,8.2,0,3,
MSL-000270,2025-07-14,REP-008,NeuroX-75mg,Immunology,Competitor Comparison,Live During HCP Call,Fully Answered,9.6,25.4,1,4,HCP-0339
MSL-000271,2025-07-14,REP-008,DrugBeta-50mg,Immunology,Long-term Outcomes,Post-Call Follow-up,Fully Answered,7.2,10.7,0,5,
MSL-000272,2025-07-14,REP-008,DrugBeta-50mg,Immunology,Adverse Events / Safety,Pre-Meeting Prep,Fully Answered,8.8,10.5,1,5,HCP-0395
MSL-000273,2025-07-14,REP-008,CardioPlus-25mg,Immunology,Patient Selection Criteria,Live During HCP Call,Fully Answered,9.0,16.7,1,5,HCP-0479
MSL-000274,2025-07-14,REP-009,DrugAlpha-100mg,Cardiology,Combination Therapy,Pre-Meeting Prep,Fully Answered,9.4,21.3,1,5,HCP-0373
MSL-000275,2025-07-14,REP-009,DrugAlpha-100mg,Cardiology,Pharmacokinetics,Self-Study,Fully Answered,4.7,11.4,0,5,
MSL-000276,2025-07-14,REP-010,NeuroX-75mg,Immunology,Real-World Evidence,Pre-Meeting Prep,Fully Answered,5.8,10.4,0,5,
MSL-000277,2025-07-14,REP-010,CardioPlus-25mg,Immunology,Mechanism of Action,Post-Call Follow-up,No Answer Found,34.0,0,0,3,
MSL-000278,2025-07-14,REP-010,DrugGamma-200mg,Immunology,Adverse Events / Safety,Post-Call Follow-up,Fully Answered,3.7,15.7,0,4,
MSL-000279,2025-07-14,REP-010,DrugGamma-200mg,Immunology,Adverse Events / Safety,Live During HCP Call,Partially Answered,18.6,11.3,1,3,HCP-0397
MSL-000280,2025-07-14,REP-010,NeuroX-75mg,Immunology,Drug Interactions,Pre-Meeting Prep,Fully Answered,12.2,10.6,1,4,HCP-0174
MSL-000281,2025-07-14,REP-010,CardioPlus-25mg,Immunology,Subgroup Analysis,Live During HCP Call,Fully Answered,7.1,22.3,1,5,HCP-0092
MSL-000282,2025-07-14,REP-015,DrugAlpha-100mg,Oncology,Combination Therapy,Live During HCP Call,No Answer Found,19.2,0,0,1,
MSL-000283,2025-07-14,REP-015,DrugAlpha-100mg,Oncology,Clinical Trial Data,Pre-Meeting Prep,Fully Answered,4.6,2,1,5,HCP-0170
MSL-000284,2025-07-14,REP-016,NeuroX-75mg,Neurology,Real-World Evidence,Post-Call Follow-up,Fully Answered,8.3,16.0,0,4,
MSL-000285,2025-07-14,REP-016,CardioPlus-25mg,Neurology,Clinical Trial Data,Self-Study,Fully Answered,5.1,14.5,0,5,
MSL-000286,2025-07-14,REP-016,CardioPlus-25mg,Neurology,Clinical Trial Data,Live During HCP Call,Partially Answered,8.2,11.6,1,4,HCP-0353
MSL-000287,2025-07-14,REP-017,CardioPlus-25mg,Immunology,Dosing Guidelines,Self-Study,Fully Answered,6.3,6.7,0,4,
MSL-000288,2025-07-14,REP-017,DrugGamma-200mg,Immunology,Adverse Events / Safety,Live During HCP Call,Fully Answered,3.6,8.3,1,5,HCP-0439
MSL-000289,2025-07-14,REP-017,CardioPlus-25mg,Immunology,Combination Therapy,Post-Call Follow-up,Redirected to Medical,25.6,0,0,2,
MSL-000290,2025-07-14,REP-017,DrugAlpha-100mg,Immunology,Pharmacokinetics,Live During HCP Call,Partially Answered,7.3,19.0,1,4,HCP-0287
MSL-000291,2025-07-14,REP-017,DrugGamma-200mg,Immunology,Combination Therapy,Post-Call Follow-up,Partially Answered,35.8,13.6,0,3,
MSL-000292,2025-07-14,REP-021,CardioPlus-25mg,Rare Disease,Drug Interactions,Pre-Meeting Prep,Fully Answered,10.7,18.2,0,5,
MSL-000293,2025-07-15,REP-002,CardioPlus-25mg,Oncology,Subgroup Analysis,Pre-Meeting Prep,Redirected to Medical,14.1,0,0,2,
MSL-000294,2025-07-15,REP-002,NeuroX-75mg,Oncology,Pharmacokinetics,Post-Call Follow-up,Redirected to Medical,15.8,0,0,3,
MSL-000295,2025-07-15,REP-002,DrugAlpha-100mg,Oncology,Pharmacokinetics,Live During HCP Call,Fully Answered,2.4,10.4,1,5,HCP-0209
MSL-000296,2025-07-15,REP-004,DrugGamma-200mg,Cardiology,Competitor Comparison,Post-Call Follow-up,Partially Answered,13.4,13.6,0,3,
MSL-000297,2025-07-15,REP-004,DrugAlpha-100mg,Cardiology,Subgroup Analysis,Pre-Meeting Prep,Fully Answered,11.0,8.7,1,5,HCP-0252
MSL-000298,2025-07-15,REP-004,CardioPlus-25mg,Cardiology,Real-World Evidence,Post-Call Follow-up,No Answer Found,31.2,0,0,1,
MSL-000299,2025-07-15,REP-008,NeuroX-75mg,Immunology,Real-World Evidence,Live During HCP Call,Fully Answered,12.9,17.9,1,5,HCP-0478
MSL-000300,2025-07-15,REP-008,CardioPlus-25mg,Immunology,Real-World Evidence,Pre-Meeting Prep,Partially Answered,17.5,7.5,1,3,HCP-0450
MSL-000301,2025-07-15,REP-008,DrugGamma-200mg,Immunology,Adverse Events / Safety,Pre-Meeting Prep,Fully Answered,9.6,12.5,1,5,HCP-0298
MSL-000302,2025-07-15,REP-008,DrugBeta-50mg,Immunology,Competitor Comparison,Self-Study,Fully Answered,10.5,13.2,0,5,
MSL-000303,2025-07-15,REP-008,DrugAlpha-100mg,Immunology,Pharmacokinetics,Live During HCP Call,Fully Answered,9.6,12.1,0,4,
MSL-000304,2025-07-15,REP-009,DrugGamma-200mg,Cardiology,Real-World Evidence,Live During HCP Call,Fully Answered,4.9,15.5,1,5,HCP-0286
MSL-000305,2025-07-15,REP-009,DrugAlpha-100mg,Cardiology,Biomarker Data,Post-Call Follow-up,Fully Answered,7.1,16.3,0,5,
MSL-000306,2025-07-15,REP-009,NeuroX-75mg,Cardiology,Real-World Evidence,Pre-Meeting Prep,Fully Answered,9.3,3.3,1,5,HCP-0033
MSL-000307,2025-07-15,REP-009,CardioPlus-25mg,Cardiology,Biomarker Data,Self-Study,Fully Answered,7.0,15.2,0,5,
MSL-000308,2025-07-15,REP-010,CardioPlus-25mg,Immunology,Off-label Evidence Request,Pre-Meeting Prep,Fully Answered,4.7,7.9,1,5,HCP-0374
MSL-000309,2025-07-15,REP-010,CardioPlus-25mg,Immunology,Combination Therapy,Live During HCP Call,Fully Answered,6.9,10.9,1,5,HCP-0160
MSL-000310,2025-07-15,REP-010,DrugAlpha-100mg,Immunology,Drug Interactions,Live During HCP Call,Fully Answered,4.5,21.4,1,5,HCP-0500
MSL-000311,2025-07-15,REP-010,NeuroX-75mg,Immunology,Competitor Comparison,Self-Study,No Answer Found,25.9,0,0,1,
MSL-000312,2025-07-15,REP-015,NeuroX-75mg,Oncology,Mechanism of Action,Live During HCP Call,Fully Answered,11.3,9.4,1,5,HCP-0019
MSL-000313,2025-07-15,REP-015,DrugBeta-50mg,Oncology,Drug Interactions,Self-Study,Fully Answered,6.7,15.6,0,4,
MSL-000314,2025-07-15,REP-016,DrugAlpha-100mg,Neurology,Dosing Guidelines,Post-Call Follow-up,Fully Answered,6.1,12.7,0,5,
MSL-000315,2025-07-15,REP-016,DrugAlpha-100mg,Neurology,Clinical Trial Data,Pre-Meeting Prep,Partially Answered,14.1,15.4,1,4,HCP-0084
MSL-000316,2025-07-15,REP-016,CardioPlus-25mg,Neurology,Biomarker Data,Self-Study,Fully Answered,3.5,12.8,0,5,
MSL-000317,2025-07-15,REP-017,DrugGamma-200mg,Immunology,Patient Selection Criteria,Live During HCP Call,Partially Answered,8.4,8.5,1,2,HCP-0259
MSL-000318,2025-07-15,REP-017,DrugGamma-200mg,Immunology,Off-label Evidence Request,Live During HCP Call,Partially Answered,16.0,10.2,1,4,HCP-0295
MSL-000319,2025-07-15,REP-017,NeuroX-75mg,Immunology,Long-term Outcomes,Self-Study,Fully Answered,11.0,8.8,0,4,
MSL-000320,2025-07-15,REP-017,DrugAlpha-100mg,Immunology,Drug Interactions,Post-Call Follow-up,Fully Answered,5.3,13.0,0,5,
MSL-000321,2025-07-15,REP-021,CardioPlus-25mg,Rare Disease,Guidelines / Protocols,Self-Study,Redirected to Medical,26.1,0,0,2,
MSL-000322,2025-07-15,REP-021,DrugGamma-200mg,Rare Disease,Drug Interactions,Pre-Meeting Prep,Fully Answered,6.7,19.7,1,4,HCP-0453
MSL-000323,2025-07-15,REP-021,DrugGamma-200mg,Rare Disease,Pharmacokinetics,Self-Study,No Answer Found,33.3,0,0,2,
MSL-000324,2025-07-15,REP-021,NeuroX-75mg,Rare Disease,Drug Interactions,Post-Call Follow-up,Fully Answered,13.1,8.0,0,5,
MSL-000325,2025-07-15,REP-021,NeuroX-75mg,Rare Disease,Subgroup Analysis,Self-Study,Fully Answered,3.4,8.9,0,4,
MSL-000326,2025-07-16,REP-002,NeuroX-75mg,Oncology,Long-term Outcomes,Pre-Meeting Prep,Redirected to Medical,26.2,0,0,2,
MSL-000327,2025-07-16,REP-002,CardioPlus-25mg,Oncology,Biomarker Data,Pre-Meeting Prep,Redirected to Medical,21.8,0,0,1,
MSL-000328,2025-07-16,REP-002,DrugBeta-50mg,Oncology,Competitor Comparison,Post-Call Follow-up,Fully Answered,11.2,17.4,0,5,
MSL-000329,2025-07-16,REP-004,NeuroX-75mg,Cardiology,Drug Interactions,Post-Call Follow-up,Partially Answered,23.2,13.6,0,3,
MSL-000330,2025-07-16,REP-004,DrugGamma-200mg,Cardiology,Pharmacokinetics,Pre-Meeting Prep,Fully Answered,6.9,17.6,1,5,HCP-0490
MSL-000331,2025-07-16,REP-004,DrugGamma-200mg,Cardiology,Pharmacokinetics,Post-Call Follow-up,Fully Answered,14.0,5.8,0,4,
MSL-000332,2025-07-16,REP-004,CardioPlus-25mg,Cardiology,Competitor Comparison,Live During HCP Call,Redirected to Medical,19.8,0,0,1,
MSL-000333,2025-07-16,REP-008,DrugGamma-200mg,Immunology,Long-term Outcomes,Pre-Meeting Prep,Fully Answered,5.6,4.3,1,5,HCP-0109
MSL-000334,2025-07-16,REP-008,DrugGamma-200mg,Immunology,Patient Selection Criteria,Self-Study,Fully Answered,11.4,10.2,0,5,
MSL-000335,2025-07-16,REP-008,DrugBeta-50mg,Immunology,Patient Selection Criteria,Self-Study,Fully Answered,6.5,7.9,0,5,
MSL-000336,2025-07-16,REP-009,DrugAlpha-100mg,Cardiology,Pharmacokinetics,Live During HCP Call,Fully Answered,6.3,14.9,1,5,HCP-0185
MSL-000337,2025-07-16,REP-009,DrugGamma-200mg,Cardiology,Guidelines / Protocols,Live During HCP Call,Fully Answered,4.7,15.7,0,5,
MSL-000338,2025-07-16,REP-009,DrugAlpha-100mg,Cardiology,Biomarker Data,Pre-Meeting Prep,No Answer Found,14.2,0,0,2,
MSL-000339,2025-07-16,REP-009,NeuroX-75mg,Cardiology,Off-label Evidence Request,Pre-Meeting Prep,Fully Answered,7.5,14.7,0,5,
MSL-000340,2025-07-16,REP-009,DrugBeta-50mg,Cardiology,Dosing Guidelines,Pre-Meeting Prep,Fully Answered,12.8,15.2,1,5,HCP-0098
MSL-000341,2025-07-16,REP-009,CardioPlus-25mg,Cardiology,Patient Selection Criteria,Self-Study,Partially Answered,9.5,2,0,4,
MSL-000342,2025-07-16,REP-009,DrugGamma-200mg,Cardiology,Combination Therapy,Live During HCP Call,Redirected to Medical,42.0,0,0,1,
MSL-000343,2025-07-16,REP-009,CardioPlus-25mg,Cardiology,Guidelines / Protocols,Self-Study,Fully Answered,5.9,18.6,0,5,
MSL-000344,2025-07-16,REP-010,DrugBeta-50mg,Immunology,Dosing Guidelines,Pre-Meeting Prep,Fully Answered,7.9,14.7,1,5,HCP-0499
MSL-000345,2025-07-16,REP-010,CardioPlus-25mg,Immunology,Long-term Outcomes,Live During HCP Call,Redirected to Medical,16.1,0,0,2,
MSL-000346,2025-07-16,REP-010,CardioPlus-25mg,Immunology,Drug Interactions,Self-Study,No Answer Found,12.1,0,0,1,
MSL-000347,2025-07-16,REP-015,DrugBeta-50mg,Oncology,Mechanism of Action,Self-Study,No Answer Found,41.7,0,0,1,
MSL-000348,2025-07-16,REP-015,NeuroX-75mg,Oncology,Off-label Evidence Request,Pre-Meeting Prep,Fully Answered,11.3,6.4,1,4,HCP-0368
MSL-000349,2025-07-16,REP-015,DrugBeta-50mg,Oncology,Real-World Evidence,Pre-Meeting Prep,Fully Answered,17.0,17.4,0,5,
MSL-000350,2025-07-16,REP-016,DrugAlpha-100mg,Neurology,Pharmacokinetics,Self-Study,Fully Answered,7.9,21.7,0,4,
MSL-000351,2025-07-16,REP-016,DrugAlpha-100mg,Neurology,Pharmacokinetics,Pre-Meeting Prep,Fully Answered,4.3,15.5,1,4,HCP-0365
MSL-000352,2025-07-16,REP-017,CardioPlus-25mg,Immunology,Real-World Evidence,Pre-Meeting Prep,Fully Answered,4.9,9.3,0,5,
MSL-000353,2025-07-16,REP-017,DrugBeta-50mg,Immunology,Long-term Outcomes,Pre-Meeting Prep,No Answer Found,29.0,0,0,1,
